task,budget,challenger,seed,decision,false_certification,safe,continue,abstain,cost,repair_gain,cumulative_recall,after_support_ratio,after_exposure_gini
requests,8,low_exposure,126,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,127,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,128,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,129,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,130,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,131,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,132,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,133,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,134,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,135,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,136,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,137,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,138,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,139,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,140,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,141,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,142,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,143,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,144,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,145,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,146,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,147,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,148,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,149,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,150,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,151,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,152,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,153,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,154,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,155,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,156,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,157,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,158,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,159,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,160,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,161,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,162,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,163,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,164,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,165,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,166,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,167,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,168,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,169,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,170,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,171,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,172,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,173,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,174,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,175,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,176,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,177,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,178,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,179,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,180,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,181,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,182,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,183,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,184,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,185,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,186,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,187,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,188,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,189,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,190,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,191,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,192,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,193,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,194,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,195,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,196,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,197,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,198,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_exposure,199,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,0,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,1,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,2,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,3,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,4,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,5,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,6,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,7,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,8,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,9,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,10,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,11,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,12,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,13,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,14,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,15,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,16,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,17,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,18,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,19,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,20,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,21,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,22,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,23,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,24,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,25,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,26,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,27,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,28,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,29,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,30,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,31,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,32,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,33,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,34,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,35,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,36,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,37,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,38,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,39,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,40,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,41,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,42,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,43,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,44,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,45,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,46,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,47,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,48,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,49,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,50,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,51,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,52,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,53,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,54,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,55,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,56,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,57,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,58,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,59,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,60,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,61,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,62,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,63,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,64,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,65,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,66,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,67,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,68,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,69,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,70,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,71,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,72,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,73,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,74,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,75,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,76,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,77,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,78,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,79,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,80,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,81,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,82,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,83,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,84,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,85,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,86,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,87,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,88,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,89,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,90,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,91,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,92,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,93,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,94,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,95,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,96,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,97,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,98,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,99,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,100,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,101,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,102,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,103,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,104,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,105,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,106,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,107,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,108,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,109,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,110,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,111,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,112,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,113,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,114,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,115,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,116,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,117,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,118,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,119,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,120,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,121,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,122,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,123,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,124,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,125,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,126,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,127,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,128,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,129,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,130,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,131,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,132,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,133,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,134,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,135,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,136,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,137,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,138,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,139,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,140,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,141,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,142,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,143,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,144,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,145,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,146,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,147,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,148,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,149,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,150,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,151,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,152,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,153,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,154,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,155,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,156,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,157,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,158,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,159,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,160,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
requests,8,low_discovery,161,CONTINUE,False,False,True,False,3187,116,0.49328859060402686,0.5833333333333334,0.839985994397759
