task,condition,state_type,seed,budget,challenger,full_decision,recall,support,gini,repair_gain,repair_cost,residual_warning,unresolved_warning,oracle_safe,geometry_ok
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,47,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,48,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,49,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,50,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,51,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,52,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,53,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,54,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,55,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,56,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,57,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,58,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,59,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,60,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,61,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,62,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,63,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,64,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,65,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,66,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,67,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,68,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,69,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,70,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,71,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,72,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,73,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:low_exposure,seeded_safe_complete,74,1,low_exposure,SAFE,1.0,1.0,0.6038441692466459,0.0,157.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,0,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,1,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,2,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,3,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,4,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,5,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,6,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,7,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,8,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,9,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,10,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,11,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,12,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,13,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,14,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,15,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,16,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,17,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,18,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,19,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,20,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,21,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,22,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,23,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,24,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,25,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,26,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,27,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,28,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,29,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,30,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,31,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,32,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,33,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,34,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,35,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,36,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,37,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,38,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,39,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,40,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,41,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,42,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,43,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,44,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,45,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,46,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,47,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,48,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,49,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,50,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,51,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,52,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,53,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,54,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,55,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,56,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,57,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,58,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,59,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,60,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,61,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,62,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,63,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,64,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,65,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,66,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,67,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,68,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,69,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,70,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,71,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,72,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,73,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,74,1,high_potential,SAFE,1.0,1.0,0.6084881320949431,0.0,696.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,0,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,1,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,2,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,3,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,4,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,5,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,6,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,7,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,8,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,9,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,10,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,11,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,12,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,13,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,14,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,15,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,16,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,17,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,18,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,19,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,20,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,21,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,22,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,23,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,24,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,25,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,26,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,27,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,28,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,29,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,30,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,31,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,32,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,33,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,34,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,35,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,36,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,37,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,38,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,39,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,40,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,41,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,42,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,43,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,44,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,45,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,46,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,47,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,48,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,49,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,50,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,51,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,52,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,53,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,54,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,55,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,56,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,57,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,58,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,59,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,60,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,61,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,62,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,63,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,64,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,65,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,66,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,67,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,68,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,69,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,70,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,71,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,72,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,73,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,74,1,residual_potential,SAFE,1.0,1.0,0.6077141382868936,0.0,831.0,False,False,True,True
