task,condition,state_type,seed,budget,challenger,full_decision,recall,support,gini,repair_gain,repair_cost,residual_warning,unresolved_warning,oracle_safe,geometry_ok
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,11,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,12,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,13,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,14,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,15,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,16,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,17,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,18,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,19,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,20,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,21,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,22,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,23,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,24,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,25,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,26,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,27,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,28,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,29,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,30,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,31,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,32,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,33,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,34,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,35,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,36,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,37,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,38,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,39,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,40,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,41,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,42,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,43,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,44,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,45,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,46,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,47,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,48,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,49,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,50,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,51,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,52,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,53,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,54,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,55,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,56,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,57,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,58,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,59,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,60,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,61,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,62,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,63,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,64,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,65,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,66,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,67,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,68,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,69,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,70,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,71,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,72,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,73,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,74,5,,SAFE,1.0,1.0,0.6089449541284402,0.0,4691.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,0,5,,SAFE,1.0,1.0,0.596202854230377,0.0,2702.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,1,5,,SAFE,1.0,1.0,0.599006116207951,0.0,3601.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,2,5,,SAFE,1.0,1.0,0.6041029561671762,0.0,4873.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,3,5,,SAFE,1.0,1.0,0.6007900101936798,0.0,4899.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,4,5,,SAFE,1.0,1.0,0.6005351681957185,0.0,3241.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,5,5,,SAFE,1.0,1.0,0.5984964322120285,0.0,3241.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,6,5,,SAFE,1.0,1.0,0.6015545361875636,0.0,3721.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,7,5,,SAFE,1.0,1.0,0.60282874617737,0.0,3762.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,8,5,,SAFE,1.0,1.0,0.594164118246687,0.0,3792.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,9,5,,SAFE,1.0,1.0,0.5949286442405708,0.0,3944.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,10,5,,SAFE,1.0,1.0,0.5954383282364932,0.0,1773.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,11,5,,SAFE,1.0,1.0,0.5979867482161059,0.0,3339.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,12,5,,SAFE,1.0,1.0,0.5954383282364932,0.0,3674.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,13,5,,SAFE,1.0,1.0,0.6066513761467889,0.0,4166.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,14,5,,SAFE,1.0,1.0,0.5936544342507644,0.0,4454.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,15,5,,SAFE,1.0,1.0,0.6030835881753311,0.0,3503.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,16,5,,SAFE,1.0,1.0,0.5964576962283383,0.0,2706.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,17,5,,SAFE,1.0,1.0,0.5972222222222221,0.0,2253.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,18,5,,SAFE,1.0,1.0,0.6010448521916412,0.0,3241.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,19,5,,SAFE,1.0,1.0,0.5956931702344546,0.0,3682.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,20,5,,SAFE,1.0,1.0,0.6038481141692149,0.0,4556.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,21,5,,SAFE,1.0,1.0,0.596967380224261,0.0,2498.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,22,5,,SAFE,1.0,1.0,0.599006116207951,0.0,2927.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,23,5,,SAFE,1.0,1.0,0.6002803261977574,0.0,3601.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,24,5,,SAFE,1.0,1.0,0.5979867482161059,0.0,4785.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,25,5,,SAFE,1.0,1.0,0.5954383282364932,0.0,2155.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,26,5,,SAFE,1.0,1.0,0.6005351681957185,0.0,3674.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,27,5,,SAFE,1.0,1.0,0.6051223241590213,0.0,3674.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,28,5,,SAFE,1.0,1.0,0.5974770642201834,0.0,3682.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,29,5,,SAFE,1.0,1.0,0.6033384301732925,0.0,2902.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,30,5,,SAFE,1.0,1.0,0.594164118246687,0.0,1930.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,31,5,,SAFE,1.0,1.0,0.5956931702344546,0.0,3631.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,32,5,,SAFE,1.0,1.0,0.5995158002038736,0.0,4403.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,33,5,,SAFE,1.0,1.0,0.6030835881753311,0.0,3758.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,34,5,,SAFE,1.0,1.0,0.5926350662589195,0.0,3584.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,35,5,,SAFE,1.0,1.0,0.6023190621814474,0.0,3427.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,36,5,,SAFE,1.0,1.0,0.5979867482161059,0.0,3474.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,37,5,,SAFE,1.0,1.0,0.6018093781855249,0.0,3368.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,38,5,,SAFE,1.0,1.0,0.5979867482161059,0.0,3194.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,39,5,,SAFE,1.0,1.0,0.599006116207951,0.0,3292.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,40,5,,SAFE,1.0,1.0,0.5984964322120285,0.0,3809.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,41,5,,SAFE,1.0,1.0,0.5992609582059123,0.0,2753.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,42,5,,SAFE,1.0,1.0,0.6018093781855249,0.0,3846.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,43,5,,SAFE,1.0,1.0,0.5956931702344546,0.0,3245.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,44,5,,SAFE,1.0,1.0,0.5979867482161059,0.0,4221.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,45,5,,SAFE,1.0,1.0,0.5987512742099896,0.0,2498.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,46,5,,SAFE,1.0,1.0,0.5951834862385321,0.0,3474.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,47,5,,SAFE,1.0,1.0,0.5987512742099896,0.0,2880.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,48,5,,SAFE,1.0,1.0,0.5967125382262997,0.0,3427.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,49,5,,SAFE,1.0,1.0,0.5984964322120285,0.0,2312.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,50,5,,SAFE,1.0,1.0,0.5982415902140672,0.0,3219.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,51,5,,SAFE,1.0,1.0,0.5997706422018347,0.0,4873.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,52,5,,SAFE,1.0,1.0,0.5954383282364932,0.0,3537.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,53,5,,SAFE,1.0,1.0,0.5977319062181448,0.0,3084.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,54,5,,SAFE,1.0,1.0,0.596967380224261,0.0,2312.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,55,5,,SAFE,1.0,1.0,0.6025739041794087,0.0,3419.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,56,5,,SAFE,1.0,1.0,0.6033384301732925,0.0,4738.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,57,5,,SAFE,1.0,1.0,0.6020642201834863,0.0,3758.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,58,5,,SAFE,1.0,1.0,0.6033384301732925,0.0,3037.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,59,5,,SAFE,1.0,1.0,0.594164118246687,0.0,2545.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,60,5,,SAFE,1.0,1.0,0.6023190621814474,0.0,4140.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,61,5,,SAFE,1.0,1.0,0.6018093781855249,0.0,4738.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,62,5,,SAFE,1.0,1.0,0.6069062181447502,0.0,4436.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,63,5,,SAFE,1.0,1.0,0.5974770642201834,0.0,4148.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,64,5,,SAFE,1.0,1.0,0.594164118246687,0.0,4017.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,65,5,,SAFE,1.0,1.0,0.60282874617737,0.0,3194.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,66,5,,SAFE,1.0,1.0,0.6020642201834863,0.0,4148.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,67,5,,SAFE,1.0,1.0,0.5992609582059123,0.0,3721.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,68,5,,SAFE,1.0,1.0,0.596202854230377,0.0,4407.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,69,5,,SAFE,1.0,1.0,0.6000254841997961,0.0,3380.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,70,5,,SAFE,1.0,1.0,0.5921253822629968,0.0,3886.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,71,5,,SAFE,1.0,1.0,0.5977319062181448,0.0,2498.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,72,5,,SAFE,1.0,1.0,0.6007900101936798,0.0,2694.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,73,5,,SAFE,1.0,1.0,0.6000254841997961,0.0,4199.0,False,False,True,True
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,74,5,,SAFE,1.0,1.0,0.5939092762487257,0.0,3682.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,0,6,,SAFE,1.0,1.0,0.5967987804878048,0.0,3398.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,1,6,,SAFE,1.0,1.0,0.5978150406504064,0.0,4687.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,2,6,,SAFE,1.0,1.0,0.600609756097561,0.0,5030.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,3,6,,SAFE,1.0,1.0,0.5995934959349594,0.0,5730.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,4,6,,SAFE,1.0,1.0,0.5967987804878048,0.0,3398.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,5,6,,SAFE,1.0,1.0,0.5947662601626016,0.0,3398.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,6,6,,SAFE,1.0,1.0,0.6001016260162602,0.0,4552.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,7,6,,SAFE,1.0,1.0,0.5998475609756098,0.0,4801.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,8,6,,SAFE,1.0,1.0,0.5924796747967478,0.0,4106.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,9,6,,SAFE,1.0,1.0,0.5909552845528454,0.0,4258.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,10,6,,SAFE,1.0,1.0,0.5942581300813008,0.0,2859.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,11,6,,SAFE,1.0,1.0,0.5978150406504064,0.0,4378.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,12,6,,SAFE,1.0,1.0,0.5914634146341462,0.0,3988.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,13,6,,SAFE,1.0,1.0,0.6036585365853657,0.0,5205.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,14,6,,SAFE,1.0,1.0,0.5922256097560974,0.0,5285.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,15,6,,SAFE,1.0,1.0,0.599339430894309,0.0,3660.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,16,6,,SAFE,1.0,1.0,0.595020325203252,0.0,3537.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,17,6,,SAFE,1.0,1.0,0.596290650406504,0.0,3084.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,18,6,,SAFE,1.0,1.0,0.6001016260162602,0.0,4327.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,19,6,,SAFE,1.0,1.0,0.591971544715447,0.0,3996.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,20,6,,SAFE,1.0,1.0,0.6013719512195121,0.0,4713.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,21,6,,SAFE,1.0,1.0,0.5942581300813008,0.0,2812.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,22,6,,SAFE,1.0,1.0,0.5952743902439024,0.0,3966.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,23,6,,SAFE,1.0,1.0,0.5985772357723576,0.0,3915.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,24,6,,SAFE,1.0,1.0,0.596290650406504,0.0,5099.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,25,6,,SAFE,1.0,1.0,0.5965447154471544,0.0,2851.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,26,6,,SAFE,1.0,1.0,0.5970528455284552,0.0,3988.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,27,6,,SAFE,1.0,1.0,0.6044207317073169,0.0,4505.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,28,6,,SAFE,1.0,1.0,0.5983231707317072,0.0,4721.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,29,6,,SAFE,1.0,1.0,0.5995934959349594,0.0,3941.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,30,6,,SAFE,1.0,1.0,0.5901930894308942,0.0,3016.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,31,6,,SAFE,1.0,1.0,0.591971544715447,0.0,3788.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,32,6,,SAFE,1.0,1.0,0.5965447154471544,0.0,5442.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,33,6,,SAFE,1.0,1.0,0.6003556910569106,0.0,4072.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,34,6,,SAFE,1.0,1.0,0.5932418699186992,0.0,4280.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,35,6,,SAFE,1.0,1.0,0.6016260162601625,0.0,4258.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,36,6,,SAFE,1.0,1.0,0.5990853658536586,0.0,4170.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,37,6,,SAFE,1.0,1.0,0.5980691056910568,0.0,3525.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,38,6,,SAFE,1.0,1.0,0.5978150406504064,0.0,4233.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,39,6,,SAFE,1.0,1.0,0.595020325203252,0.0,3449.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,40,6,,SAFE,1.0,1.0,0.595020325203252,0.0,4895.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,41,6,,SAFE,1.0,1.0,0.5955284552845528,0.0,3067.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,42,6,,SAFE,1.0,1.0,0.5980691056910568,0.0,4003.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,43,6,,SAFE,1.0,1.0,0.5947662601626016,0.0,4331.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,44,6,,SAFE,1.0,1.0,0.5965447154471544,0.0,5052.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,45,6,,SAFE,1.0,1.0,0.595020325203252,0.0,3537.0,False,False,True,True
requests,safe_state:route_partitioned:random,seeded_safe_complete,46,6,,SAFE,1.0,1.0,0.5912093495934958,0.0,4513.0,False,False,True,True
