task,condition,state_type,seed,budget,decision,recall,support,gini,residual_warning,unresolved_warning,runtime_residual_items,weak_plausible_gap,repair_gain,cost
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,47,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,48,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,49,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,50,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,51,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,52,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,53,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,54,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,55,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,56,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,57,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,58,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,59,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,60,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,61,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,62,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,63,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,64,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,65,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,66,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,67,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,68,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,69,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,70,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,71,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,72,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,73,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:high_potential,seeded_safe_complete,74,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,0,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,1,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,2,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,3,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,4,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,5,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,6,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,7,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,8,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,9,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,10,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,11,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,12,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,13,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,14,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,15,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,16,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,17,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,18,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,19,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,20,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,21,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,22,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,23,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,24,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,25,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,26,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,27,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,28,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,29,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,30,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,31,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,32,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,33,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,34,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,35,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,36,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,37,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,38,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,39,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,40,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,41,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,42,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,43,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,44,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,45,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,46,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,47,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,48,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,49,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,50,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,51,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,52,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,53,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,54,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,55,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,56,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,57,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,58,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,59,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,60,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,61,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,62,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,63,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,64,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,65,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,66,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,67,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,68,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,69,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,70,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,71,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,72,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,73,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:residual_potential,seeded_safe_complete,74,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,0,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,1,1,SAFE,1.0,1.0,0.606940144478844,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,2,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,3,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,4,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,5,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,6,1,SAFE,1.0,1.0,0.6079721362229102,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,7,1,SAFE,1.0,1.0,0.6071981424148607,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,8,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,9,1,SAFE,1.0,1.0,0.604360165118679,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,10,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,11,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,12,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,13,1,SAFE,1.0,1.0,0.606940144478844,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,14,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,15,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,16,1,SAFE,1.0,1.0,0.6071981424148607,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,17,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,18,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,19,1,SAFE,1.0,1.0,0.6048761609907121,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,20,1,SAFE,1.0,1.0,0.6079721362229102,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,21,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,22,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,23,1,SAFE,1.0,1.0,0.605908152734778,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,24,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,25,1,SAFE,1.0,1.0,0.6046181630546954,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,26,1,SAFE,1.0,1.0,0.6082301341589267,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,27,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,28,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,29,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,30,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,31,1,SAFE,1.0,1.0,0.6046181630546954,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,32,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,33,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,34,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,35,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,36,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,37,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,38,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,39,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,40,1,SAFE,1.0,1.0,0.6071981424148607,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,41,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,42,1,SAFE,1.0,1.0,0.6077141382868936,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,43,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,44,1,SAFE,1.0,1.0,0.6084881320949431,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,45,1,SAFE,1.0,1.0,0.6048761609907121,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,46,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,47,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,48,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,49,1,SAFE,1.0,1.0,0.605908152734778,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,50,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,51,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,52,1,SAFE,1.0,1.0,0.605908152734778,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,53,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,54,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,55,1,SAFE,1.0,1.0,0.6082301341589267,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,56,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,57,1,SAFE,1.0,1.0,0.6066821465428276,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,58,1,SAFE,1.0,1.0,0.6082301341589267,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,59,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,60,1,SAFE,1.0,1.0,0.605392156862745,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,61,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,62,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,63,1,SAFE,1.0,1.0,0.604360165118679,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,64,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,65,1,SAFE,1.0,1.0,0.6071981424148607,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,66,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,67,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,68,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,1039.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,69,1,SAFE,1.0,1.0,0.6064241486068112,False,False,0.0,0.0,0.0,831.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,70,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,71,1,SAFE,1.0,1.0,0.6038441692466459,False,False,0.0,0.0,0.0,314.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,72,1,SAFE,1.0,1.0,0.606940144478844,False,False,0.0,0.0,0.0,696.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,73,1,SAFE,1.0,1.0,0.6048761609907121,False,False,0.0,0.0,0.0,157.0
requests,safe_state:route_partitioned:free_search_continuation,seeded_safe_complete,74,1,SAFE,1.0,1.0,0.6074561403508771,False,False,0.0,0.0,0.0,1086.0
requests,safe_state:route_partitioned:random,seeded_safe_complete,0,2,SAFE,1.0,1.0,0.6041666666666665,False,False,0.0,0.0,0.0,988.0
