state_id,stage,task_id,repository,task_family,seed,split,agent_condition,search_strategy,budget_level,nominal_agent_count,mean_confidence,output_jaccard,source_overlap,source_coverage,query_similarity,search_path_overlap,marginal_discovery_gain_last,marginal_discovery_gain_mean,novelty_decay,singletons_f1,doubletons_f2,singleton_ratio,doubleton_ratio,per_source_singleton_density,good_turing_missing_mass,chao_unseen_estimate,chao_missing_ratio,corr_adjusted_chao_missing_ratio,effective_exploration_size,found,true_positive,false_positive,recall,precision,f1_score,residual_missing_mass,unsafe,token_input,token_output,tool_calls,wall_clock,run_ids,collection_mode,v1_risk_proxy
T2_policy_docs_v2_offline_seed01_k1_homogeneous_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,low,1,0.86,1.0,1.0,0.0,1.0,1.0,18,18.0,0.0,18,0,1.0,0.0,1.0,1.0,153.0,0.8947368421052632,0.8947368421052632,1.0,18,8,10,0.26666666666666666,0.4444444444444444,0.33333333333333337,0.7333333333333334,True,5268,580,48,0.16773369995644316,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_homogeneous_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,75,75.0,0.0,75,0,1.0,0.0,1.0,1.0,2775.0,0.9736842105263158,0.9736842105263158,1.0,75,30,45,1.0,0.4,0.5714285714285715,0.0,False,26746,2401,194,0.16329110000515357,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_homogeneous_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,80,80.0,0.0,80,0,1.0,0.0,1.0,1.0,3160.0,0.9753086419753086,0.9753086419753086,1.0,80,30,50,1.0,0.375,0.5454545454545454,0.0,False,29255,2693,214,0.39130020001903176,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_homogeneous_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,low,1,0.83,1.0,1.0,0.0,1.0,1.0,18,18.0,0.0,18,0,1.0,0.0,1.0,1.0,153.0,0.8947368421052632,0.8947368421052632,1.0,18,12,6,0.4,0.6666666666666666,0.5,0.6,True,5633,614,51,0.09079540002858266,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_source_partitioned_low_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_homogeneous_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,medium,1,0.83,1.0,1.0,0.0,1.0,1.0,48,48.0,0.0,48,0,1.0,0.0,1.0,1.0,1128.0,0.9591836734693877,0.9591836734693877,1.0,48,30,18,1.0,0.625,0.7692307692307693,0.0,False,18413,1927,167,0.3127771000145003,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_source_partitioned_medium_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_homogeneous_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,high,1,0.83,1.0,1.0,0.0,1.0,1.0,47,47.0,0.0,47,0,1.0,0.0,1.0,1.0,1081.0,0.9583333333333334,0.9583333333333334,1.0,47,30,17,1.0,0.6382978723404256,0.7792207792207793,0.0,False,19202,2007,174,0.11649589997250587,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_direct_acmepay_source_partitioned_high_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,low,1,0.86,1.0,1.0,0.0,1.0,1.0,19,19.0,0.0,19,0,1.0,0.0,1.0,1.0,171.0,0.9,0.9,1.0,19,11,8,0.36666666666666664,0.5789473684210527,0.44897959183673464,0.6333333333333333,True,4765,414,43,0.028003100014757365,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,76,76.0,0.0,76,0,1.0,0.0,1.0,1.0,2850.0,0.974025974025974,0.974025974025974,1.0,76,30,46,1.0,0.39473684210526316,0.5660377358490566,0.0,False,21978,1773,155,0.20708170003490523,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,78,78.0,0.0,78,0,1.0,0.0,1.0,1.0,3003.0,0.9746835443037974,0.9746835443037974,1.0,78,29,49,0.9666666666666667,0.3717948717948718,0.537037037037037,0.033333333333333326,False,25862,1966,183,0.12188960000639781,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,low,1,0.83,1.0,1.0,0.0,1.0,1.0,18,18.0,0.0,18,0,1.0,0.0,1.0,1.0,153.0,0.8947368421052632,0.8947368421052632,1.0,18,12,6,0.4,0.6666666666666666,0.5,0.6,True,3966,339,36,0.0478362999856472,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_low_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,medium,1,0.83,1.0,1.0,0.0,1.0,1.0,47,47.0,0.0,47,0,1.0,0.0,1.0,1.0,1081.0,0.9583333333333334,0.9583333333333334,1.0,47,30,17,1.0,0.6382978723404256,0.7792207792207793,0.0,False,15539,1358,141,0.0809552000137046,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_medium_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,high,1,0.83,1.0,1.0,0.0,1.0,1.0,46,46.0,0.0,46,0,1.0,0.0,1.0,1.0,1035.0,0.9574468085106383,0.9574468085106383,1.0,46,29,17,0.9666666666666667,0.6304347826086957,0.763157894736842,0.033333333333333326,False,15852,1315,144,0.07447240001056343,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_high_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,low,1,0.86,1.0,1.0,0.04,1.0,1.0,28,28.0,0.0,28,0,1.0,0.0,1.0,1.0,378.0,0.9310344827586207,0.9310344827586207,1.0,28,6,22,0.2,0.21428571428571427,0.20689655172413796,0.8,True,7575,600,42,0.01310629997169599,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_low_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,73,73.0,0.0,73,0,1.0,0.0,1.0,1.0,2628.0,0.972972972972973,0.972972972972973,1.0,73,28,45,0.9333333333333333,0.3835616438356164,0.5436893203883495,0.06666666666666665,True,21208,1627,146,0.03606840001884848,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_medium_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,79,79.0,0.0,79,0,1.0,0.0,1.0,1.0,3081.0,0.975,0.975,1.0,79,30,49,1.0,0.379746835443038,0.5504587155963303,0.0,False,24300,1800,169,0.029458999983035028,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_free_search_high_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,source_partitioned,low,1,0.83,1.0,1.0,0.0,1.0,1.0,13,13.0,0.0,13,0,1.0,0.0,1.0,1.0,78.0,0.8571428571428571,0.8571428571428571,1.0,13,11,2,0.36666666666666664,0.8461538461538461,0.5116279069767441,0.6333333333333333,True,3302,276,30,0.008054299978539348,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_low_offline-scout-small""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,source_partitioned,medium,1,0.83,1.0,1.0,0.0,1.0,1.0,47,47.0,0.0,47,0,1.0,0.0,1.0,1.0,1081.0,0.9583333333333334,0.9583333333333334,1.0,47,30,17,1.0,0.6382978723404256,0.7792207792207793,0.0,False,13537,1227,123,0.04233580001164228,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_medium_offline-scout-small""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,source_partitioned,high,1,0.83,1.0,1.0,0.0,1.0,1.0,48,48.0,0.0,48,0,1.0,0.0,1.0,1.0,1128.0,0.9591836734693877,0.9591836734693877,1.0,48,30,18,1.0,0.625,0.7692307692307693,0.0,False,14105,1174,128,0.03545899997698143,"[""T2_policy_docs_v2_offline_seed01_k1_agent1_flow_state_source_partitioned_high_offline-scout-small""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k2_homogeneous_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,low,2,0.86,0.3333333333333333,0.20689655172413793,0.04,0.2,0.2,15,25.5,0.5833333333333333,34,17,0.6666666666666666,0.3333333333333333,0.8256571015191705,0.5,34.0,0.4,0.5333333333333333,1.5,51,17,34,0.5666666666666667,0.3333333333333333,0.4197530864197531,0.43333333333333335,True,19707,1673,118,0.023767800070345402,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_free_search_low_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.7999999999999999
T2_policy_docs_v2_offline_seed01_k2_homogeneous_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,medium,2,0.86,0.9367088607594937,1.0,0.04,1.0,1.0,2,39.5,0.974025974025974,5,74,0.06329113924050633,0.9367088607594937,0.00641025641025641,0.032679738562091505,0.16891891891891891,0.002133651958692498,0.004132262654176611,1.0326797385620914,79,30,49,1.0,0.379746835443038,0.5504587155963303,0.0,False,50817,4646,368,0.07320779998553917,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_free_search_medium_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.21931764189865854
T2_policy_docs_v2_offline_seed01_k2_homogeneous_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,free_search,high,2,0.86,1.0,1.0,0.04,1.0,1.0,0,40.0,1.0,0,80,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,80,30,50,1.0,0.375,0.5454545454545454,0.0,False,56661,5057,412,0.06469109992031008,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_free_search_high_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.25
T2_policy_docs_v2_offline_seed01_k2_homogeneous_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,low,2,0.83,0.0,0.0,0.04,0.0,0.0,20,19.5,-0.05263157894736836,39,0,1.0,0.0,1.0,1.0,741.0,0.95,0.95,2.0,39,12,27,0.4,0.3076923076923077,0.34782608695652173,0.6,True,12457,1086,80,0.01186019997112453,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_source_partitioned_low_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_source_partitioned_low_offline-scout-base""]",deterministic_offline_scanner,0.7999999999999999
T2_policy_docs_v2_offline_seed01_k2_homogeneous_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,medium,2,0.83,0.0,0.0,0.04,0.0,0.0,29,37.0,0.3555555555555555,74,0,1.0,0.0,1.0,1.0,2701.0,0.9733333333333334,0.9733333333333334,2.0,74,29,45,0.9666666666666667,0.3918918918918919,0.5576923076923077,0.033333333333333326,False,25514,2278,184,0.03167260001646355,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_source_partitioned_medium_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_source_partitioned_medium_offline-scout-base""]",deterministic_offline_scanner,0.7999999999999999
T2_policy_docs_v2_offline_seed01_k2_homogeneous_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,homogeneous,source_partitioned,high,2,0.83,0.0,0.0,0.04,0.0,0.0,32,40.0,0.33333333333333337,80,0,1.0,0.0,1.0,1.0,3160.0,0.9753086419753086,0.9753086419753086,2.0,80,30,50,1.0,0.375,0.5454545454545454,0.0,False,29305,2658,214,0.03018190001603216,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_direct_acmepay_source_partitioned_high_offline-scout-base"", ""T2_policy_docs_v2_offline_seed01_k2_agent2_direct_acmepay_source_partitioned_high_offline-scout-base""]",deterministic_offline_scanner,0.7999999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,low,1,0.86,1.0,1.0,0.02,1.0,1.0,23,23.0,0.0,23,0,1.0,0.0,1.0,1.0,253.0,0.9166666666666666,0.9166666666666666,1.0,23,9,14,0.3,0.391304347826087,0.33962264150943394,0.7,True,5894,513,48,0.013229500036686659,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.9299999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,low,1,0.86,1.0,1.0,0.02,1.0,1.0,27,27.0,0.0,27,0,1.0,0.0,1.0,1.0,351.0,0.9285714285714286,0.9285714285714286,1.0,27,10,17,0.3333333333333333,0.37037037037037035,0.3508771929824561,0.6666666666666667,True,9322,991,73,0.013260799983981997,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.9299999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,75,75.0,0.0,75,0,1.0,0.0,1.0,1.0,2775.0,0.9736842105263158,0.9736842105263158,1.0,75,30,45,1.0,0.4,0.5714285714285715,0.0,False,22010,1725,153,0.1508019999600947,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,79,79.0,0.0,79,0,1.0,0.0,1.0,1.0,3081.0,0.975,0.975,1.0,79,30,49,1.0,0.379746835443038,0.5504587155963303,0.0,False,30704,2911,221,0.19086590001825243,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,79,79.0,0.0,79,0,1.0,0.0,1.0,1.0,3081.0,0.975,0.975,1.0,79,30,49,1.0,0.379746835443038,0.5504587155963303,0.0,False,25397,1890,179,0.25215079996269196,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,80,80.0,0.0,80,0,1.0,0.0,1.0,1.0,3160.0,0.9753086419753086,0.9753086419753086,1.0,80,30,50,1.0,0.375,0.5454545454545454,0.0,False,35348,3294,260,0.06544429995119572,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,low,1,0.83,1.0,1.0,0.0,1.0,1.0,17,17.0,0.0,17,0,1.0,0.0,1.0,1.0,136.0,0.8888888888888888,0.8888888888888888,1.0,17,12,5,0.4,0.7058823529411765,0.5106382978723405,0.6,True,4531,351,41,0.026951600040774792,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_source_partitioned_low_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,low,1,0.83,1.0,1.0,0.04,1.0,1.0,20,20.0,0.0,20,0,1.0,0.0,1.0,1.0,190.0,0.9047619047619048,0.9047619047619048,1.0,20,0,20,0.0,0.0,0.0,1.0,True,5928,368,20,0.0026316000148653984,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_source_partitioned_low_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,medium,1,0.83,1.0,1.0,0.0,1.0,1.0,46,46.0,0.0,46,0,1.0,0.0,1.0,1.0,1035.0,0.9574468085106383,0.9574468085106383,1.0,46,30,16,1.0,0.6521739130434783,0.7894736842105263,0.0,False,13519,1225,123,0.0353019000031054,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_source_partitioned_medium_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,medium,1,0.83,1.0,1.0,0.04,1.0,1.0,31,31.0,0.0,31,0,1.0,0.0,1.0,1.0,465.0,0.9375,0.9375,1.0,31,0,31,0.0,0.0,0.0,1.0,True,8966,511,31,0.0033937999978661537,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_source_partitioned_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,high,1,0.83,1.0,1.0,0.0,1.0,1.0,48,48.0,0.0,48,0,1.0,0.0,1.0,1.0,1128.0,0.9591836734693877,0.9591836734693877,1.0,48,30,18,1.0,0.625,0.7692307692307693,0.0,False,15668,1434,142,0.057724300015252084,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_source_partitioned_high_offline-scout-base""]",deterministic_offline_scanner,0.94
T2_policy_docs_v2_offline_seed01_k1_prompt_diverse_source_partitioned_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,prompt_diverse,source_partitioned,high,1,0.83,1.0,1.0,0.04,1.0,1.0,32,32.0,0.0,32,0,1.0,0.0,1.0,1.0,496.0,0.9393939393939394,0.9393939393939394,1.0,32,0,32,0.0,0.0,0.0,1.0,True,9318,516,32,0.0016311999643221498,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_source_partitioned_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,low,1,0.86,1.0,1.0,0.04,1.0,1.0,27,27.0,0.0,27,0,1.0,0.0,1.0,1.0,351.0,0.9285714285714286,0.9285714285714286,1.0,27,9,18,0.3,0.3333333333333333,0.3157894736842105,0.7,True,7486,601,45,0.050613800005521625,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_low_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,low,1,0.86,1.0,1.0,0.02,1.0,1.0,27,27.0,0.0,27,0,1.0,0.0,1.0,1.0,351.0,0.9285714285714286,0.9285714285714286,1.0,27,10,17,0.3333333333333333,0.37037037037037035,0.3508771929824561,0.6666666666666667,True,9322,991,73,0.045791300013661385,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_low_offline-scout-base""]",deterministic_offline_scanner,0.9299999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,72,72.0,0.0,72,0,1.0,0.0,1.0,1.0,2556.0,0.9726027397260274,0.9726027397260274,1.0,72,28,44,0.9333333333333333,0.3888888888888889,0.5490196078431373,0.06666666666666665,True,20211,1548,137,0.06523509998805821,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_medium_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_medium_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,medium,1,0.86,1.0,1.0,0.04,1.0,1.0,79,79.0,0.0,79,0,1.0,0.0,1.0,1.0,3081.0,0.975,0.975,1.0,79,30,49,1.0,0.379746835443038,0.5504587155963303,0.0,False,30704,2911,221,0.05561460001626983,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_medium_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,76,76.0,0.0,76,0,1.0,0.0,1.0,1.0,2850.0,0.974025974025974,0.974025974025974,1.0,76,30,46,1.0,0.39473684210526316,0.5660377358490566,0.0,False,23224,1763,160,0.08415790001163259,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_free_search_high_offline-scout-small""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_free_search_high_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,free_search,high,1,0.86,1.0,1.0,0.04,1.0,1.0,80,80.0,0.0,80,0,1.0,0.0,1.0,1.0,3160.0,0.9753086419753086,0.9753086419753086,1.0,80,30,50,1.0,0.375,0.5454545454545454,0.0,False,35348,3294,260,0.09060280001722276,"[""T2_policy_docs_v2_offline_seed01_k2_agent2_registry_alias_free_search_high_offline-scout-base""]",deterministic_offline_scanner,0.9199999999999999
T2_policy_docs_v2_offline_seed01_k1_model_heterogeneous_source_partitioned_low_pre,pre_audit,T2_policy_docs_v2_offline,local_policy_docs,synthetic_policy_docs,1,train,model_heterogeneous,source_partitioned,low,1,0.83,1.0,1.0,0.0,1.0,1.0,12,12.0,0.0,12,0,1.0,0.0,1.0,1.0,66.0,0.8461538461538461,0.8461538461538461,1.0,12,10,2,0.3333333333333333,0.8333333333333334,0.47619047619047616,0.6666666666666667,True,2983,235,27,0.011067299987189472,"[""T2_policy_docs_v2_offline_seed01_k2_agent1_flow_state_source_partitioned_low_offline-scout-small""]",deterministic_offline_scanner,0.94
