seed,condition,dependency,n_strata,items_per_stratum,hard_fraction,stopped_round,total_items,found_items,recall,false_completion,source_coverage_ratio,coverage_entropy,coverage_hhi,coverage_gini,visit_entropy,visit_hhi,source_normalized_effective_rank,source_logdet_volume,pairwise_route_jaccard,pairwise_cosine,scout_new_items,scout_new_true_items,scout_cost,scout_novelty_per_cost,singular_values
898,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8373730953768486,0.06080756289056241,0.16772151898734178,2.7122031157494755,0.06932043650793651,0.6888119453424055,15.515315629823178,1.0,0.9141752284582,26,26,32,0.8125,45.011;9.5353;5.4507
899,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8310963653457617,0.06127114769090077,0.16872427983539096,2.7190463250460257,0.06937358276643991,0.6208896574589706,14.466147353297298,1.0,0.9572205812764095,22,22,32,0.6875,46.307;6.4407;4.642
900,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8381295749175375,0.06080012345202731,0.16942719116632166,2.7367593236748182,0.06843466553287982,0.6322560416876474,14.62914173096317,1.0,0.9525268072601235,22,22,32,0.6875,45.842;6.6477;4.9288
901,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8319293001477135,0.06129647557246787,0.17457860337117292,2.7304804563464815,0.06944444444444443,0.5879141636326145,13.799808798080324,1.0,0.9703094606483061,20,20,32,0.625,46.173;4.7953;4.4811
902,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8309272782200217,0.0614885435026438,0.18073136427566805,2.7216095109756813,0.0696393140589569,0.6573559801141573,14.991869746884595,1.0,0.9373699511206786,22,22,32,0.6875,45.241;8.0506;4.944
903,residual_targeted,0.9,18,8,0.25,13,144,144,1.0,False,1.0,2.833983265515417,0.06120707596253902,0.17562724014336917,2.68065167784346,0.07199211045364892,0.6777171109346808,15.22000552565365,1.0,0.9220849531614373,26,26,32,0.8125,44.292;8.9663;5.0821
904,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.834696355691908,0.06096580778078546,0.16666666666666674,2.698380654833251,0.07022392290249434,0.6142850442785223,14.38585897407213,1.0,0.9576375944891243,25,25,32,0.78125,46.907;6.7779;4.1833
905,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8295502850427083,0.06147525172639945,0.17494824016563149,2.706654984895051,0.07027706916099774,0.6081116107779184,14.172529782212647,1.0,0.9610954106925709,23,23,32,0.71875,46.1;6.2341;4.1596
906,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8300698799085615,0.06138733110015432,0.17246080436264477,2.669693594450099,0.07242063492063491,0.5831125563504241,13.755340652101768,1.0,0.9716594689771175,26,26,32,0.8125,46.635;4.802;4.3331
907,residual_targeted,0.9,18,8,0.25,13,144,144,1.0,False,1.0,2.8347226597106543,0.06115959826323406,0.17512877115526115,2.685605065260889,0.0722181130834977,0.6590076806709098,14.739462727108503,1.0,0.9372352455824028,25,25,32,0.78125,43.126;7.6322;4.8222
908,residual_targeted,0.9,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.8241630969212532,0.062226847034339235,0.1924731182795698,2.6765539599166877,0.07268636621315192,0.6403307265547642,14.612514789695258,1.0,0.9470584948986529,25,25,32,0.78125,44.661;7.0424;4.736
909,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8339913739836557,0.06110799551353949,0.1715893108298172,2.737941588967893,0.0687889739229025,0.6745568761520447,15.295945143828606,1.0,0.9288425177376024,19,19,32,0.59375,45.11;8.394;5.5365
910,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.835452714975882,0.060954438486169514,0.16908212560386482,2.6811981148084505,0.07206632653061225,0.6122852104428451,14.252619102663319,1.0,0.9607679865676073,27,27,32,0.84375,45.924;5.9808;4.5302
911,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.826534538366917,0.06181301775147929,0.18136752136752143,2.6807147855889135,0.07233205782312926,0.6129501281909163,14.336044978869317,1.0,0.9589262398131394,26,26,32,0.8125,46.667;6.5846;4.2217
912,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8402602142073494,0.06044064712630038,0.15548567435359884,2.7454976867437524,0.06777919501133786,0.6579927721260602,15.02465866501699,1.0,0.9413010102429719,20,20,32,0.625,45.144;7.0385;5.7609
913,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.834075263363607,0.06113838289585784,0.1737438075017692,2.758936502117749,0.06708829365079365,0.6683078587683373,15.157004584170819,1.0,0.9337670190910449,15,15,32,0.46875,44.837;7.828;5.5721
914,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.837556445154288,0.060700428319475946,0.16172839506172831,2.7323011177459655,0.06896612811791383,0.6501114897001277,14.797762944875567,1.0,0.9390866124136984,21,21,32,0.65625,44.862;7.9071;4.6068
915,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.837166022263485,0.06073301555394123,0.16175955134945674,2.736796341585829,0.06829294217687075,0.6381356589564259,14.648438873121005,1.0,0.9505624807544272,20,20,32,0.625,45.109;6.5966;5.0966
916,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8312653692856813,0.061406249999999996,0.1777777777777778,2.699852576529209,0.07105654761904762,0.6434721569094041,14.82016739435898,1.0,0.9463821782261098,25,25,32,0.78125,45.782;7.3293;4.9249
917,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8298991710146826,0.061430666449405244,0.17354661162710694,2.687204414300721,0.0712514172335601,0.6327260911074484,14.694767727719157,1.0,0.9528264412068204,26,26,32,0.8125,46.23;6.5399;5.1338
918,residual_targeted,0.9,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8354681163947784,0.06095581970871029,0.1680820948336872,2.713821149984806,0.07064909297052155,0.6263916743523882,14.333480613289582,1.0,0.950970737790526,22,22,32,0.6875,44.775;7.0511;4.1038
919,residual_targeted,0.9,18,8,0.25,14,144,144,1.0,False,1.0,2.8360207683517737,0.060798052315271876,0.16116271069831445,2.7413521926523883,0.06809807256235828,0.6025311742497305,14.068562966269777,1.0,0.9649078366290499,19,19,32,0.59375,45.982;5.5697;4.4313
920,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8326321003112556,0.06117242197697876,0.16981132075471694,2.71684662470131,0.06985189909297052,0.631459377275784,14.556329566106802,1.0,0.9525906409984636,22,22,32,0.6875,45.42;6.6146;4.8208
921,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.833794208440914,0.06105468750000001,0.1645833333333333,2.678655241611807,0.0715171485260771,0.5904431425967921,13.77793015858275,1.0,0.9692165725279788,27,27,32,0.84375,45.653;5.1012;4.214
922,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.841253321153185,0.06032687069379907,0.1518987341772151,2.718595238432169,0.07038336167800455,0.6196719677903059,14.240662606051172,1.0,0.9570383261024533,23,23,32,0.71875,44.835;6.3499;4.3445
923,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8329018063126754,0.061133440119495674,0.168408220132358,2.6896337196536537,0.07180059523809523,0.596883842860603,13.689231680277564,1.0,0.9560060790404812,25,25,32,0.78125,45.542;7.3759;2.7948
924,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.834147437490557,0.0610280938185931,0.16804265565875465,2.685138404958266,0.07125141723356009,0.6095850404672231,14.1689583786182,1.0,0.9584019642433291,27,27,32,0.84375,46.078;6.7001;3.8653
925,residual_targeted,0.98,18,8,0.25,14,144,140,0.9722222222222222,False,1.0,2.824842151669358,0.06218522372528616,0.19211469534050174,2.6590528113547895,0.07498937074829931,0.6198526663815271,14.247009240936523,1.0,0.9589003244173631,27,27,32,0.84375,44.654;5.6139;4.9496
926,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8325215369676697,0.061341383980728074,0.17845659163987126,2.7138066100050007,0.0711982709750567,0.6820462791808167,15.349205507721345,1.0,0.925823827956353,21,21,32,0.65625,44.472;8.341;5.8041
927,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.841023019351654,0.06037792894935752,0.155379188712522,2.7366656599265506,0.06847009637188207,0.69309006669588,15.587581000960888,1.0,0.9222749816853838,21,21,32,0.65625,44.691;7.7197;7.0303
928,residual_targeted,0.98,18,8,0.25,13,144,142,0.9861111111111112,False,1.0,2.8278008016376126,0.061727367325702394,0.17706093189964145,2.6520736355287506,0.07355358316896779,0.6542252368167616,14.871358008528318,1.0,0.9435661591227246,29,29,32,0.90625,44.48;6.5889;5.7849
929,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8319139013380408,0.06110751088434753,0.16096005370929833,2.6998683841004008,0.07018849206349206,0.5472630956829305,12.920663166627907,1.0,0.9790178142471646,24,24,32,0.75,47.248;4.9506;2.733
930,residual_targeted,0.98,18,8,0.25,13,144,144,1.0,False,1.0,2.8296519510222873,0.06167159365761893,0.18451730418943524,2.668622661296044,0.07328648915187377,0.6028911845465599,13.752010055121895,1.0,0.9636637326115408,26,26,32,0.8125,43.733;5.7276;3.8675
931,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.838697515998599,0.060548840686673884,0.1539387684898521,2.731105263285246,0.06825751133786849,0.625297728960813,14.511695907638154,1.0,0.956351188524486,22,22,32,0.6875,45.891;6.1458;5.0219
932,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8358280588572056,0.060866272189349105,0.16324786324786333,2.7329005448739565,0.06811578798185941,0.6205461627752243,14.436759296663247,1.0,0.9555919001972173,22,22,32,0.6875,46.294;6.8175;4.3226
933,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8322808000231015,0.06127448478600373,0.1748313809016684,2.710622116281628,0.07064909297052153,0.6787031061686495,15.32045520511448,1.0,0.9267731420295865,22,22,32,0.6875,44.737;8.4557;5.6102
934,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.833340894260814,0.06113460365380838,0.16738120757413366,2.700430030212955,0.07050736961451246,0.7062785814763025,15.771712503775174,1.0,0.9128354570721612,24,24,32,0.75,44.403;8.387;7.141
935,residual_targeted,0.98,18,8,0.25,12,144,144,1.0,False,1.0,2.8393064479744976,0.06068965517241379,0.16704980842911876,2.6740183834055187,0.0718557098765432,0.724262149315427,15.631746282114968,1.0,0.899647338583042,28,28,32,0.875,41.249;8.4166;7.1424
936,residual_targeted,0.98,18,8,0.25,14,144,141,0.9791666666666666,False,1.0,2.81997839263696,0.06270028672626074,0.1987734487734487,2.7261154393593876,0.07077310090702948,0.6726230179672795,15.2013605611782,1.0,0.9333551692104117,16,16,32,0.5,44.529;7.573;5.9296
937,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8349878251249034,0.06097464499030893,0.16701607267645002,2.7069608854669527,0.07045422335600905,0.6117805711987008,14.158783665942838,1.0,0.960699654717208,24,24,32,0.75,45.337;6.0276;4.3445
938,residual_targeted,0.98,18,8,0.25,13,144,143,0.9930555555555556,False,1.0,2.8373835106061374,0.060764878733388886,0.1640912435614421,2.736657920280505,0.06773915187376726,0.6739238950302878,15.023636341155747,1.0,0.933826811011822,19,19,32,0.59375,42.998;6.6244;6.423
939,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8300515421706747,0.061469087456983505,0.17610062893081757,2.6929759384252754,0.07068452380952381,0.6776113075905,15.418232500867255,0.9629629629629629,0.9284123743997125,26,26,32,0.8125,45.55;8.2456;5.9336
940,residual_targeted,0.98,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.834812480448805,0.06102788014741227,0.16983122362869185,2.738330133725993,0.06847009637188209,0.6399889962303553,14.649617098230848,1.0,0.9459972467169312,18,18,32,0.5625,45.087;7.3644;4.5701
941,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.835090155264983,0.060893902941655725,0.16219470244238043,2.7261662354987646,0.06843466553287983,0.6244658052139608,14.491538156293869,1.0,0.9552878361218196,22,22,32,0.6875,46.019;6.6602;4.5749
942,residual_targeted,0.98,18,8,0.25,13,144,143,0.9930555555555556,False,1.0,2.8297728963864186,0.061733090233889995,0.18338907469342258,2.6830311041077124,0.07217702169625247,0.665303568862036,14.827303185661844,1.0,0.9322605047868823,25,25,32,0.78125,42.924;7.7816;4.9653
943,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8315115658501244,0.061356143269809836,0.17589634362797302,2.695227615088601,0.07171201814058957,0.6853476193135992,15.456742742071096,1.0,0.9255260799241216,24,24,32,0.75,44.764;8.0386;6.3136
944,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8314067425621525,0.0613833328480896,0.1773970231914157,2.7060856608065773,0.07050736961451247,0.590913630716195,13.805233583149073,1.0,0.9676622763089021,24,24,32,0.75,45.932;5.525;3.9203
945,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.83478506287944,0.06098985742496458,0.16738120757413366,2.7189233614258956,0.06914328231292517,0.6700676254168658,15.132485970789324,1.0,0.9345885313977466,22,22,32,0.6875,44.354;7.4537;5.8435
946,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8357858758473915,0.06077864751377082,0.1581719334012912,2.6915515062936413,0.07110969387755102,0.5865058191283976,13.774241925348246,1.0,0.9680255545312546,25,25,32,0.78125,46.569;5.735;3.6679
947,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8336062372157143,0.06101562500000001,0.16319444444444442,2.7108785686501182,0.06949759070294784,0.637022603875709,14.654759130684921,1.0,0.9470523094805389,24,24,32,0.75,45.639;7.5455;4.4179
948,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8288965050401584,0.0615625,0.17638888888888893,2.6993124577577565,0.07095025510204084,0.6214461129562853,14.36715365064041,1.0,0.9529380702149552,24,24,32,0.75,45.844;7.19;3.9974
949,residual_targeted,0.98,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.8330270647681832,0.061310325173691296,0.17641936607453856,2.715716132877808,0.06994047619047619,0.6219312321082949,14.404292600656976,1.0,0.9571583967863954,23,23,32,0.71875,45.615;6.1859;4.7571
950,residual_targeted,0.98,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.838813492784219,0.06047750229568411,0.15016835016835017,2.725529251117739,0.06847009637188209,0.5785321720218694,13.667107582582737,1.0,0.9722956422381822,24,24,32,0.75,46.856;5.1266;3.8653
951,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.836099246323097,0.06084158229515601,0.16291751874573968,2.732715490663595,0.06831065759637188,0.6197349447836995,14.428247453068273,1.0,0.9553924934685768,22,22,32,0.6875,46.431;6.966;4.2001
952,residual_targeted,0.98,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.832863165015169,0.06125153277164669,0.17540181691125079,2.711643690541735,0.07002905328798185,0.6307638153185865,14.55234151324691,1.0,0.9537658964513595,23,23,32,0.71875,45.441;6.4204;4.9544
953,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8318919132537124,0.061466602342002546,0.18175128771155258,2.7065802870122826,0.07135770975056689,0.6656285768646405,14.810113586630619,1.0,0.9228763683822093,22,22,32,0.6875,43.244;9.1267;4.1662
954,residual_targeted,0.98,18,8,0.25,13,144,144,1.0,False,1.0,2.8366741333069956,0.06077648956336863,0.16055375764113622,2.701420179372519,0.07045118343195267,0.6661706754529627,15.006489018264737,1.0,0.9341429332494676,25,25,32,0.78125,44.011;7.6296;5.402
955,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8373568991730163,0.06068140053655133,0.15935214211076287,2.7159785019495097,0.06924957482993196,0.6193410691320371,14.252968700817366,1.0,0.9528355110510701,24,24,32,0.75,45.382;7.1835;3.8175
956,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8325788472198377,0.06109349112426035,0.16393162393162397,2.703799219594821,0.06965702947845806,0.6274488233839284,14.620852808876869,1.0,0.955908181725745,24,24,32,0.75,46.381;6.1055;5.2823
957,residual_targeted,0.98,18,8,0.25,14,144,144,1.0,False,1.0,2.8310306784707135,0.061378804830060564,0.17460317460317465,2.701969690742755,0.07087939342403628,0.6173673470394585,14.292612359595747,1.0,0.9526453920324295,25,25,32,0.78125,46.072;7.3504;3.7485
958,residual_targeted,0.98,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.829456055764552,0.06147218934911243,0.17487179487179483,2.6921752934598606,0.0709856859410431,0.5762768620956858,13.569659433284263,1.0,0.9729325067308059,25,25,32,0.78125,46.53;5.1209;3.7114
959,residual_targeted,0.98,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8332433835686253,0.06126687435098649,0.17705088265835922,2.713993954826638,0.07087939342403629,0.6164055324496333,14.315091404926411,1.0,0.9585594454590955,22,22,32,0.6875,45.875;6.3678;4.3946
960,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.878483870903245,0.056884073927276464,0.08450404427415914,2.870409880061377,0.057716836734693876,0.8614751510740724,17.112733330155848,1.0,0.7141216782804598,0,0,0,,35.992;13.762;10.498
961,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8833869246770076,0.056332179930795846,0.0655773420479302,2.8768340787913855,0.05706136621315193,0.8866454328837213,17.38445004891276,0.9629629629629629,0.6687120936423433,0,0,0,,34.992;13.799;12.336
962,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8719699018949574,0.05760153837188974,0.10856658184902468,2.8722206359746334,0.0576282596371882,0.8582673602609553,17.10069220634007,0.9259259259259259,0.729698045495374,0,0,0,,36.348;12.732;11.168
963,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.873713479331422,0.05737325665939586,0.10252935862691959,2.8735651831374565,0.05748653628117913,0.8988718702839598,17.461828470507374,0.9629629629629629,0.6356989794617111,0,0,0,,34.071;14.48;12.549
964,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.872028522788862,0.057623049219687875,0.10784313725490202,2.8536671120631065,0.05970096371882086,0.9153602640699802,17.631768056777616,0.9259259259259259,0.582495331053106,0,0,0,,33.162;15.259;13.321
965,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.878880731581551,0.05685173129040561,0.08452226545611752,2.8607323989642355,0.0587266156462585,0.873483760022988,17.213884772044022,1.0,0.7003028724664514,0,0,0,,35.406;13.234;11.673
966,extended_audit,0.0,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.876793007910601,0.05700911401822804,0.08748906386701649,2.8650421885767905,0.05823058390022676,0.8743459462838136,17.17419772947585,0.9629629629629629,0.6959959470986933,0,0,0,,35.024;13.782;11.109
967,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8829054828362897,0.056401514530643015,0.06770130454340983,2.873871485226119,0.057362528344671204,0.8927692438705869,17.31131482439607,1.0,0.6542405957853029,0,0,0,,33.869;14.162;11.972
968,extended_audit,0.0,18,8,0.25,14,144,140,0.9722222222222222,False,1.0,2.8814119451521973,0.056549072265625,0.07118055555555558,2.8691845184321703,0.0577876984126984,0.8670480762251979,17.056472846403135,1.0,0.7141370201467732,0,0,0,,35.166;12.683;11.335
969,extended_audit,0.0,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.8595206272481977,0.05887208139553341,0.1383355467020806,2.8532599281503415,0.05943523242630386,0.8923394837158084,17.521046555499126,0.9629629629629629,0.6584387768337726,0,0,0,,35.184;13.843;13.094
970,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.872461288399618,0.05754818392405638,0.1052745352356248,2.8711234904821987,0.057716836734693876,0.8895102451649143,17.54095548428043,0.9259259259259259,0.6661426456621302,0,0,0,,35.608;14.026;12.897
971,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8739594852833785,0.05745161922056651,0.10009376465072672,2.870558431243024,0.05776998299319728,0.908192930974762,17.419216375448208,0.9629629629629629,0.6132056848570412,0,0,0,,32.817;14.43;12.799
972,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.872843765334085,0.05755723204994797,0.10528673835125435,2.860607951482103,0.05885062358276644,0.8910093666970771,17.393471536495905,0.8518518518518517,0.6458619814133888,0,0,0,,34.51;14.483;11.972
973,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8765858256216377,0.05703087153741136,0.09046402724563651,2.8686237702968014,0.057964852607709755,0.8756555758663246,17.361006141549687,0.9259259259259259,0.6921118330266488,0,0,0,,36.029;13.835;11.81
974,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8787300728118153,0.05681095967798884,0.08309990662931832,2.8699243749424688,0.057699121315192746,0.9156329339683696,17.562801774853565,0.9259259259259259,0.5923325307536896,0,0,0,,32.755;15.066;13.196
975,extended_audit,0.0,18,8,0.25,14,144,141,0.9791666666666666,False,1.0,2.852811130809228,0.059584,0.13822222222222225,2.8405835101187997,0.060622165532879815,0.8798395605154049,17.3374216232488,0.9629629629629629,0.6776250480346144,0,0,0,,35.427;13.916;11.801
976,extended_audit,0.0,18,8,0.25,13,144,140,0.9722222222222222,False,1.0,2.8644582409178136,0.05827363714880862,0.12048468221307718,2.8605467308469086,0.05839086127547666,0.8878897249088479,17.2320156567608,0.9629629629629629,0.6601895771131244,0,0,0,,33.885;14.352;11.349
977,extended_audit,0.0,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.8736018953171563,0.057396449704142025,0.1034188034188035,2.8632310128817924,0.05840773809523809,0.8539240232688537,16.961770758555765,0.9629629629629629,0.7404381614256383,0,0,0,,35.971;12.307;10.891
978,extended_audit,0.0,18,8,0.25,14,144,142,0.9861111111111112,False,1.0,2.8773383908063366,0.057024000000000005,0.09066666666666667,2.857372963359039,0.059080924036281186,0.8877873916217928,17.32278109420632,0.9259259259259259,0.665965221011794,0,0,0,,34.495;13.867;12.074
979,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8765450984212726,0.05713967476052573,0.08789386401326693,2.866050714415578,0.05819515306122448,0.8503663244958218,17.08361501882895,1.0,0.7395079536913366,0,0,0,,37.035;13.226;10.462
980,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.874680149152985,0.0572982392885043,0.10077519379844957,2.872204848069087,0.05748653628117913,0.8767198558241036,17.317410657786585,0.9629629629629629,0.6947363904175093,0,0,0,,35.667;13.584;11.889
981,extended_audit,0.0,18,8,0.25,14,144,141,0.9791666666666666,False,1.0,2.8685213226243667,0.05781065088757398,0.11025641025641031,2.8484213683550696,0.059895833333333336,0.8599064280347694,17.089124248769192,0.9629629629629629,0.7293257213576796,0,0,0,,36.124;12.296;11.569
982,extended_audit,0.0,18,8,0.25,13,144,141,0.9791666666666666,False,1.0,2.873896962327204,0.05732527223153652,0.09213534522176503,2.8520041938208602,0.0596646942800789,0.8923001389173701,17.270553286358908,0.9629629629629629,0.6496702514673193,0,0,0,,33.594;14.744;11.36
983,extended_audit,0.0,18,8,0.25,13,144,140,0.9722222222222222,False,1.0,2.875558890677097,0.05712607736385138,0.0909694555112881,2.861470431114595,0.05853468113083497,0.8809191642776586,17.238581669800496,0.9259259259259259,0.6755245800428895,0,0,0,,34.649;14.391;11.105
984,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.873180083665203,0.057487622825478056,0.1009511456982275,2.858437884270136,0.05904549319727892,0.875826429009178,17.32139578277118,0.9629629629629629,0.6788436931287779,0,0,0,,35.648;14.763;10.967
985,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.8723685444572697,0.05749141646577545,0.1049382716049383,2.8493667635116853,0.059984410430839005,0.9192575969814044,17.57100506636931,0.8148148148148148,0.5815140648040927,0,0,0,,32.396;15.075;13.389
986,extended_audit,0.0,18,8,0.25,13,144,142,0.9861111111111112,False,1.0,2.87427199002601,0.05731655053094396,0.1002656042496679,2.869940162711106,0.05771285338593032,0.8943521439093313,17.481381828930587,0.9629629629629629,0.6528868919568289,0,0,0,,34.709;14.154;12.727
987,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.877669330981237,0.05696098746291797,0.08815958815958824,2.865845270273626,0.058177437641723354,0.8670918514958474,17.19608393386576,0.9629629629629629,0.6912894485343868,0,0,0,,35.804;14.627;10.351
988,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.879829604723915,0.056732026143790845,0.08082788671023966,2.8785962441419572,0.05686649659863945,0.8817958723668692,17.308591024243707,1.0,0.6833049880787394,0,0,0,,35.096;13.137;12.439
989,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.877376244543539,0.056972152493357395,0.08578118348233299,2.8597039702449294,0.059027777777777776,0.865341116715431,17.187008904615404,0.9629629629629629,0.7057765811757659,0,0,0,,35.988;14.257;10.518
990,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.881578275760935,0.05654708250706088,0.07364341085271309,2.8705960295671344,0.05775226757369615,0.8885717456825956,17.507045295906416,0.888888888888889,0.6615192975112661,0,0,0,,35.447;14.668;12.18
991,extended_audit,0.0,18,8,0.25,14,144,143,0.9930555555555556,False,1.0,2.874504588259737,0.05731941189004901,0.09019343229869548,2.8714932528068573,0.05766369047619048,0.8992162622507807,17.525093520115384,0.8507625272331154,0.6221797050025001,0,0,0,,34.147;16.141;11.594
992,extended_audit,0.0,18,8,0.25,13,144,144,1.0,False,1.0,2.8787118500054425,0.0568255079297832,0.08464473056747734,2.8691873471523985,0.057815581854043396,0.9255499747296477,17.650882330327935,0.8518518518518517,0.5582418624007683,0,0,0,,32.098;15.404;13.763
993,extended_audit,0.0,18,8,0.25,14,144,141,0.9791666666666666,False,1.0,2.8640933040744967,0.05847615179115437,0.1262626262626263,2.8411899034651307,0.06117134353741497,0.8801295308117644,17.31826762429371,0.9629629629629629,0.6886697483705729,0,0,0,,35.335;13.029;12.517
994,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.879017820987277,0.05684172865640047,0.08429858429858417,2.863938084383245,0.058425453514739226,0.8863745828876647,17.494538734204866,0.9629629629629629,0.6731032937948954,0,0,0,,35.696;13.495;13.065
995,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.870446257566345,0.057824478976524187,0.10956175298804771,2.8634345007064157,0.0585140306122449,0.8899908425432304,17.44384777429602,0.9259259259259259,0.6545682790663584,0,0,0,,34.905;14.655;11.995
996,extended_audit,0.0,18,8,0.25,13,144,144,1.0,False,1.0,2.88091416472343,0.05658178427830546,0.07548770144189998,2.8783033575984946,0.05689102564102565,0.8611552754256072,17.097075559764036,1.0,0.7248235020808123,0,0,0,,36.031;12.565;11.396
997,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.8819185792277473,0.05654411308822617,0.06780402449693779,2.8818598433810854,0.05645904195011338,0.8862657273408345,17.355425059211957,0.9259259259259259,0.6739548748020159,0,0,0,,34.889;13.22;12.728
998,extended_audit,0.0,18,8,0.25,14,144,144,1.0,False,1.0,2.871572391496096,0.05764142896384218,0.10794254330375996,2.8593634605417955,0.05915178571428571,0.8743386729147069,17.40080523734194,0.9629629629629629,0.7017855095106859,0,0,0,,36.46;13.096;12.577
