seed,condition,dependency,n_strata,items_per_stratum,hard_fraction,stopped_round,total_items,found_items,recall,false_completion,source_coverage_ratio,coverage_entropy,coverage_hhi,coverage_gini,visit_entropy,visit_hhi,source_normalized_effective_rank,source_logdet_volume,pairwise_route_jaccard,pairwise_cosine,scout_new_items,scout_new_true_items,scout_cost,scout_novelty_per_cost,singular_values
24,homogeneous,0.0,18,8,0.25,14,144,124,0.8611111111111112,True,1.0,2.7545150386423334,0.06675674731214108,0.2303754266211604,2.7401329916420023,0.06804492630385486,0.6963758742325661,15.487797106577322,0.9259259259259259,0.9135844349361689,0,0,0,,43.715;9.0593;5.8266
25,homogeneous,0.0,18,8,0.25,13,144,122,0.8472222222222222,True,0.9444444444444444,2.7304293840169893,0.06750384733764235,0.2345029239766081,2.7196105053543627,0.06868425378040763,0.6829821285074745,15.096058827538734,0.9203431372549019,0.9188363549679308,0,0,0,,42.752;8.997;4.9319
26,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,1.0,2.7264401254510435,0.06836478531855956,0.2445175438596492,2.707630044551332,0.07059594671201813,0.5840985248912278,13.665141156862598,0.9237472766884531,0.9706818549575127,0,0,0,,45.892;5.1457;3.928
27,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,1.0,2.71335165078212,0.06955137031405276,0.26509034986543645,2.686449592820613,0.07265093537414966,0.63222765286332,14.275461419896484,0.8439542483660132,0.943128971210747,0,0,0,,44.008;7.9617;3.592
28,homogeneous,0.0,18,8,0.25,14,144,123,0.8541666666666666,True,1.0,2.7492170819549675,0.06734664351851853,0.24151234567901225,2.7180719122937513,0.07086167800453515,0.6795179578839091,15.1233081478578,0.9248366013071895,0.9264705095183633,0,0,0,,43.157;8.0518;5.534
29,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,0.9444444444444444,2.720800437972914,0.06843329672535751,0.24608629247804492,2.707771893435265,0.06963931405895692,0.6313715277936031,14.228980972666953,0.9215686274509803,0.9406852240223694,0,0,0,,43.963;8.157;3.429
30,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,1.0,2.73513650451013,0.06812230044553277,0.24560419004863454,2.7132185980066517,0.07047193877551021,0.5881715058947887,13.585469632136078,0.8845315904139434,0.9683244763824282,0,0,0,,44.768;5.4119;3.679
31,homogeneous,0.0,18,8,0.25,14,144,118,0.8194444444444444,True,0.9444444444444444,2.70378162146979,0.06975790895061729,0.2627314814814814,2.6821268620218706,0.07222576530612244,0.6586063611856194,14.870171012647958,0.8379084967320262,0.9412567670931725,0,0,0,,43.921;6.9101;5.5829
32,homogeneous,0.0,18,8,0.25,14,144,119,0.8263888888888888,True,1.0,2.723444494247832,0.06883705863297701,0.244520030234316,2.701083622224757,0.0714108560090703,0.632546628109503,14.449353564965266,0.8507625272331154,0.9512544277000857,0,0,0,,44.538;6.7418;4.5722
33,homogeneous,0.0,18,8,0.25,14,144,122,0.8472222222222222,True,1.0,2.7381401609539235,0.06808648672833638,0.24804905239687836,2.7215303155585233,0.06974560657596371,0.6249997230559298,14.36412787276263,0.888888888888889,0.9541382482313067,0,0,0,,45.045;6.7091;4.3533
34,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,1.0,2.7317003128863666,0.06791273186724613,0.2356068940227356,2.7173589776284115,0.06944444444444445,0.6116319668886765,14.200947851080095,0.8856209150326798,0.9615690467818402,0,0,0,,45.589;5.7856;4.5971
35,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,0.9444444444444444,2.7155391283954073,0.06900590063510652,0.25652498135719615,2.6889982588443186,0.07231434240362813,0.57642162606052,13.26224895127941,0.9215686274509803,0.9674097681081544,0,0,0,,45.198;6.1378;2.7335
