source_coverage_ratio,coverage_entropy,coverage_hhi,coverage_gini,visit_entropy,visit_hhi,source_normalized_effective_rank,seed,condition,dependency,n_strata,items_per_stratum,hard_fraction,stopped_round,total_items,found_items,recall,false_completion,coverage_risk_lambda,scout_strategy,scout_new_items,scout_cost,scout_novelty_per_cost
0.9444444444444444,2.709994032697242,0.06938449990617376,0.26103500761035003,2.6830237902607026,0.07270408163265306,0.6572379486106206,10010,homogeneous,0.0,18,8,0.25,14,144,119,0.8263888888888888,True,0.014501944867241675,none,0,0,
0.9444444444444444,2.7137932331775994,0.06895289380144307,0.2518136693394426,2.690215862111097,0.07171201814058957,0.6341903654920019,10011,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,0.013989648296635706,none,0,0,
1.0,2.7057898151050503,0.06958912037037036,0.2523148148148149,2.6836500999351944,0.07197774943310659,0.6652241287326787,10012,homogeneous,0.0,18,8,0.25,14,144,117,0.8125,True,0.0,none,0,0,
0.9444444444444444,2.703007625801727,0.0694063824789432,0.2543664065403195,2.681817453291949,0.07201318027210885,0.6323014601134923,10013,homogeneous,0.0,18,8,0.25,14,144,118,0.8194444444444444,True,0.014131467030017756,none,0,0,
1.0,2.7492710661267123,0.06714689992281966,0.23318468970642892,2.732445755503976,0.0688421201814059,0.6719782047101673,10014,homogeneous,0.0,18,8,0.25,14,144,124,0.8611111111111112,True,0.0,none,0,0,
1.0,2.7291863918193027,0.06834977999914563,0.24255628177196797,2.713911297708818,0.0699936224489796,0.5959647418392481,10015,homogeneous,0.0,18,8,0.25,14,144,122,0.8472222222222222,True,0.0,none,0,0,
1.0,2.732595553667364,0.0679288244223309,0.23484848484848486,2.720237082182328,0.06916099773242632,0.5792694876172403,10016,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,0.0,none,0,0,
1.0,2.7280518708842276,0.06826666666666666,0.24,2.7108544432766077,0.07008219954648527,0.6047440660635787,10017,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,0.0,none,0,0,
1.0,2.7390674215155166,0.06766631628272185,0.2358639778568603,2.7146038448621104,0.07009991496598639,0.7168282671771126,10018,homogeneous,0.0,18,8,0.25,14,144,118,0.8194444444444444,True,0.0,none,0,0,
1.0,2.7277393315238436,0.06837170810234784,0.24410774410774416,2.7029005193506874,0.07132227891156462,0.6358321194842292,10019,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,0.0,none,0,0,
0.9444444444444444,2.7080802353104096,0.06890647415428758,0.23998488284202568,2.6929292234842266,0.07052508503401361,0.6307391095531695,10020,homogeneous,0.0,18,8,0.25,14,144,117,0.8125,True,0.013332493491223655,none,0,0,
0.8888888888888888,2.666088571669066,0.07185019336454306,0.2773933102652826,2.6507650009888195,0.07343041383219955,0.6312892792858478,10021,homogeneous,0.0,18,8,0.25,14,144,114,0.7916666666666666,True,0.030821478918364745,none,0,0,
1.0,2.7223040657757602,0.06894434454629184,0.2531272994849154,2.7074233532435583,0.0704187925170068,0.6101383895513136,10022,homogeneous,0.0,18,8,0.25,14,144,119,0.8263888888888888,True,0.0,none,0,0,
0.9444444444444444,2.7187980635746114,0.06825858510039405,0.23896499238964997,2.698581073529141,0.07052508503401361,0.6573499592421885,10023,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,0.013275832910536115,none,0,0,
0.9444444444444444,2.7199839141074964,0.06845781592403215,0.2447447447447446,2.7070649740153394,0.06965702947845805,0.652990756540838,10024,homogeneous,0.0,18,8,0.25,14,144,120,0.8333333333333334,True,0.01359693026359693,none,0,0,
0.9444444444444444,2.7013027707241775,0.06948577994829072,0.24839924670433144,2.6834433692529065,0.07153486394557824,0.6229993969662574,10025,homogeneous,0.0,18,8,0.25,14,144,118,0.8194444444444444,True,0.013799958150240642,none,0,0,
0.9444444444444444,2.706718393792577,0.06939357907253271,0.2563218390804598,2.69011621708283,0.07110969387755102,0.6927526562046955,10026,homogeneous,0.0,18,8,0.25,14,144,119,0.8263888888888888,True,0.014240102171136661,none,0,0,
1.0,2.744177970125883,0.06738575871588487,0.23189230185817222,2.7181075480206522,0.07040107709750566,0.6624089219179546,10027,homogeneous,0.0,18,8,0.25,14,144,122,0.8472222222222222,True,0.0,none,0,0,
1.0,2.7065015759655506,0.06962224370697387,0.2599544937428897,2.69170750655721,0.0710388321995465,0.6650298496909732,10028,homogeneous,0.0,18,8,0.25,14,144,118,0.8194444444444444,True,0.0,none,0,0,
0.9444444444444444,2.7300231272981272,0.06807093263276412,0.24885844748858443,2.7086671204211434,0.0704187925170068,0.6623065652916412,10029,homogeneous,0.0,18,8,0.25,14,144,121,0.8402777777777778,True,0.013825469304921364,none,0,0,
0.9444444444444444,2.7160701896949186,0.06856650387819592,0.24726930320150653,2.684252426712955,0.07272179705215419,0.6235268285240031,10030,homogeneous,0.25,18,8,0.25,14,144,120,0.8333333333333334,True,0.013737183511194814,none,0,0,
1.0,2.7408659758212877,0.0679845537960109,0.2479954180985109,2.718632094995488,0.07029478458049886,0.6614677046718086,10031,homogeneous,0.25,18,8,0.25,14,144,122,0.8472222222222222,True,0.0,none,0,0,
0.9444444444444444,2.6831043670566155,0.07039810080350621,0.2567567567567568,2.662877427709551,0.07312925170068028,0.6181706324087156,10032,homogeneous,0.25,18,8,0.25,14,144,116,0.8055555555555556,True,0.014264264264264272,none,0,0,
1.0,2.7228103713944534,0.06834314404432135,0.23903508771929816,2.71134689820709,0.06947987528344671,0.6156886637259162,10033,homogeneous,0.25,18,8,0.25,14,144,118,0.8194444444444444,True,0.0,none,0,0,
1.0,2.731013166907193,0.06801493823613904,0.24048964218455748,2.7106739748098625,0.07017077664399093,0.649103950328686,10034,homogeneous,0.25,18,8,0.25,14,144,120,0.8333333333333334,True,0.0,none,0,0,
0.9444444444444444,2.705588194021632,0.0694063824789432,0.2543664065403195,2.68824973514205,0.07137542517006804,0.593963753219484,10035,homogeneous,0.25,18,8,0.25,14,144,118,0.8194444444444444,True,0.014131467030017756,none,0,0,
