task,budget,challenger,seed,decision,false_certification,safe,continue,abstain,cost,runtime_residual_items,repair_gain,cumulative_recall,after_support_ratio,after_exposure_gini,after_weak_plausible_gap
requests,2,residual_potential,58,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,59,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,60,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,61,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,62,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,63,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,64,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,65,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,66,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,67,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,68,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,69,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,70,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,71,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,72,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,73,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,74,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,75,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,76,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,77,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,78,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,79,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,80,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,81,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,82,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,83,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,84,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,85,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,86,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,87,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,88,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,89,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,90,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,91,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,92,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,93,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,94,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,95,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,96,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,97,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,98,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,99,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,100,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,101,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,102,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,103,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,104,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,105,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,106,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,107,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,108,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,109,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,110,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,111,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,112,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,113,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,114,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,115,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,116,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,117,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,118,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,119,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,120,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,121,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,122,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,123,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,124,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,125,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,126,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,127,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,128,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,129,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,130,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,131,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,132,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,133,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,134,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,135,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,136,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,137,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,138,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,139,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,140,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,141,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,142,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,143,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,144,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,145,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,146,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,147,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,148,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,149,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,150,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,151,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,152,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,153,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,154,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,155,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,156,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,157,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,158,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,159,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,160,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,161,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,162,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,163,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,164,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,165,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,166,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,167,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,168,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,169,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,170,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,171,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,172,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,173,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,174,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,175,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,176,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,177,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,178,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,179,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,180,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,181,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,182,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,183,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,184,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,185,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,186,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,187,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,188,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,189,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,190,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,191,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,192,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,193,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,194,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,195,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,196,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,197,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,198,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,residual_potential,199,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,0,CONTINUE,False,False,True,False,1735,20,20,0.1711409395973154,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,1,CONTINUE,False,False,True,False,2125,72,72,0.3456375838926174,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,2,CONTINUE,False,False,True,False,1392,38,38,0.2315436241610738,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,3,CONTINUE,False,False,True,False,1392,64,64,0.3187919463087248,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,4,CONTINUE,False,False,True,False,2125,72,72,0.3456375838926174,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,5,CONTINUE,False,False,True,False,1870,42,42,0.2449664429530201,0.2916666666666667,0.8845870206489674,14
requests,2,free_search_continuation,6,CONTINUE,False,False,True,False,1735,80,80,0.3724832214765101,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,7,CONTINUE,False,False,True,False,2125,50,50,0.2718120805369127,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,8,CONTINUE,False,False,True,False,1782,46,46,0.2583892617449664,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,9,CONTINUE,False,False,True,False,1782,39,39,0.2348993288590604,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,10,CONTINUE,False,False,True,False,1782,94,94,0.4194630872483221,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,11,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,12,CONTINUE,False,False,True,False,1782,30,30,0.2046979865771812,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,13,CONTINUE,False,False,True,False,1662,7,7,0.1275167785234899,0.2916666666666667,0.8845870206489674,14
requests,2,free_search_continuation,14,CONTINUE,False,False,True,False,1527,47,47,0.261744966442953,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,15,CONTINUE,False,False,True,False,1662,42,42,0.2449664429530201,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,16,CONTINUE,False,False,True,False,1196,42,42,0.2449664429530201,0.2916666666666667,0.8838495575221239,14
requests,2,free_search_continuation,17,CONTINUE,False,False,True,False,1527,73,73,0.348993288590604,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,18,CONTINUE,False,False,True,False,1527,71,71,0.3422818791946309,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,19,CONTINUE,False,False,True,False,1243,33,33,0.2147651006711409,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,20,CONTINUE,False,False,True,False,1010,43,43,0.2483221476510067,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,21,CONTINUE,False,False,True,False,1870,75,75,0.3557046979865771,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,22,CONTINUE,False,False,True,False,1392,102,102,0.4463087248322148,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,23,CONTINUE,False,False,True,False,1870,53,53,0.2818791946308724,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,24,CONTINUE,False,False,True,False,1735,58,58,0.2986577181208054,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,25,CONTINUE,False,False,True,False,1392,102,102,0.4463087248322148,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,26,CONTINUE,False,False,True,False,1735,42,42,0.2449664429530201,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,27,CONTINUE,False,False,True,False,1527,71,71,0.3422818791946309,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,28,CONTINUE,False,False,True,False,1917,37,37,0.2281879194630872,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,29,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,30,CONTINUE,False,False,True,False,853,3,3,0.1140939597315436,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,31,CONTINUE,False,False,True,False,1782,94,94,0.4194630872483221,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,32,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,33,CONTINUE,False,False,True,False,1353,44,44,0.2516778523489933,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,34,CONTINUE,False,False,True,False,1782,65,65,0.3221476510067114,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,35,CONTINUE,False,False,True,False,1010,43,43,0.2483221476510067,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,36,CONTINUE,False,False,True,False,1392,102,102,0.4463087248322148,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,37,CONTINUE,False,False,True,False,1870,53,53,0.2818791946308724,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,38,CONTINUE,False,False,True,False,1735,42,42,0.2449664429530201,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,39,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,40,CONTINUE,False,False,True,False,1917,63,63,0.3154362416107382,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,41,CONTINUE,False,False,True,False,1917,63,63,0.3154362416107382,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,42,CONTINUE,False,False,True,False,988,33,33,0.2147651006711409,0.2916666666666667,0.8838495575221239,14
requests,2,free_search_continuation,43,CONTINUE,False,False,True,False,1735,84,84,0.3859060402684564,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,44,CONTINUE,False,False,True,False,1392,64,64,0.3187919463087248,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,45,CONTINUE,False,False,True,False,1870,42,42,0.2449664429530201,0.2916666666666667,0.8845870206489674,14
requests,2,free_search_continuation,46,CONTINUE,False,False,True,False,1782,94,94,0.4194630872483221,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,47,CONTINUE,False,False,True,False,1527,37,37,0.2281879194630872,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,48,CONTINUE,False,False,True,False,1735,80,80,0.3724832214765101,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,49,CONTINUE,False,False,True,False,1735,80,80,0.3724832214765101,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,50,CONTINUE,False,False,True,False,1662,42,42,0.2449664429530201,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,51,CONTINUE,False,False,True,False,1782,68,68,0.3322147651006711,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,52,CONTINUE,False,False,True,False,2078,62,62,0.3120805369127516,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,53,CONTINUE,False,False,True,False,1527,97,97,0.4295302013422818,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,54,CONTINUE,False,False,True,False,1735,42,42,0.2449664429530201,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,55,CONTINUE,False,False,True,False,1917,10,10,0.1375838926174496,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,56,CONTINUE,False,False,True,False,1527,97,97,0.4295302013422818,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,57,CONTINUE,False,False,True,False,1870,34,34,0.2181208053691275,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,58,CONTINUE,False,False,True,False,1782,68,68,0.3322147651006711,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,59,CONTINUE,False,False,True,False,1870,51,51,0.2751677852348993,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,60,CONTINUE,False,False,True,False,1392,102,102,0.4463087248322148,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,61,CONTINUE,False,False,True,False,1527,71,71,0.3422818791946309,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,62,CONTINUE,False,False,True,False,1870,75,75,0.3557046979865771,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,63,CONTINUE,False,False,True,False,2125,50,50,0.2718120805369127,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,64,CONTINUE,False,False,True,False,2125,72,72,0.3456375838926174,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,65,CONTINUE,False,False,True,False,1735,106,106,0.4597315436241611,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,66,CONTINUE,False,False,True,False,1917,63,63,0.3154362416107382,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,67,CONTINUE,False,False,True,False,1392,68,68,0.3322147651006711,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,68,CONTINUE,False,False,True,False,1870,49,49,0.2684563758389262,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,69,CONTINUE,False,False,True,False,2125,72,72,0.3456375838926174,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,70,CONTINUE,False,False,True,False,1527,71,71,0.3422818791946309,0.3333333333333333,0.8801622418879056,13
requests,2,free_search_continuation,71,CONTINUE,False,False,True,False,1735,42,42,0.2449664429530201,0.2916666666666667,0.8853244837758112,14
requests,2,free_search_continuation,72,CONTINUE,False,False,True,False,1527,73,73,0.348993288590604,0.3333333333333333,0.8801622418879056,13
